sku,referencia_fabricante,marca,proveedor,fuente_datos_url,ficha_tecnica_url,fuente_imagen_url,estado_fuente,estado_imagen,verificado_en,notas
SRT-PENDING-9EECB1397244,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-9EECB1397244 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-4C332162507B,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-4C332162507B es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-C526999CC316,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-C526999CC316 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-0C9C276CC06B,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-0C9C276CC06B es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-6CE65FDFB4CD,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-6CE65FDFB4CD es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-D60273BF0E1F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-D60273BF0E1F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-04E75D17520F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-04E75D17520F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-1166A4BE4FAB,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-1166A4BE4FAB es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-75C2F07B5EC2,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-75C2F07B5EC2 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-DFD91AC5C680,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-DFD91AC5C680 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-6C3361585ADF,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-6C3361585ADF es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-756929C8D6E7,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-756929C8D6E7 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-86987D275B9F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-86987D275B9F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-21FD6C300A41,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-21FD6C300A41 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-F5A166F079E1,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-F5A166F079E1 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-60537BFEA285,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-60537BFEA285 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-AD03162171F4,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-AD03162171F4 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-C19135D919A3,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-C19135D919A3 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-B4C4339BB418,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-B4C4339BB418 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-BF4F71F6A068,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-BF4F71F6A068 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-CCECBBFDD5DE,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-CCECBBFDD5DE es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-816DD2F59DE2,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-816DD2F59DE2 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-CB8A583550CE,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-CB8A583550CE es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-8F3183B05B49,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-8F3183B05B49 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-073A5AB5611A,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-073A5AB5611A es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-DDE1F397583D,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-DDE1F397583D es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-692D488C739A,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-692D488C739A es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-0793CB189B99,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Alambre/cable THHN/THWN-2 600 V. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-0793CB189B99 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
