sku,estado_investigacion,familia_contrastada,fuente_interna,datos_publicables,datos_pendientes,estado_imagen
SRT-PENDING-70D84407714D,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-4C332162507B,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-C526999CC316,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 14 AWG | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-0C9C276CC06B,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 14 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-6CE65FDFB4CD,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 14 AWG | Color indicado: blanco | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-D60273BF0E1F,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 14 AWG | Color indicado: negro | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-04E75D17520F,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 14 AWG | Color indicado: verde | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-1166A4BE4FAB,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-75C2F07B5EC2,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-DFD91AC5C680,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: negro | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-6C3361585ADF,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: blanco | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-756929C8D6E7,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-86987D275B9F,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Color indicado: verde | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-21FD6C300A41,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: blanco | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F5A166F079E1,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-60537BFEA285,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-AD03162171F4,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-C19135D919A3,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: verde | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-B4C4339BB418,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: negro | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BF4F71F6A068,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: verde | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-CCECBBFDD5DE,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-816DD2F59DE2,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: blanco | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-CB8A583550CE,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: negro | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-8F3183B05B49,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-073A5AB5611A,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 8 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-DDE1F397583D,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Configuración indicada: 3x12 | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-692D488C739A,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 12 AWG | Configuración indicada: 3x12 | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-0793CB189B99,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-E165E6F74DD3,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: azul | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-92276926BA9C,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: blanco | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-1EE8DD2575A6,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: negro | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-6BA5A1DAA2AC,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: rojo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-8B3722E7CB2B,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 6 AWG | Color indicado: verde | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-0CEB7A30C550,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 4 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-1CEB98D50A52,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 2 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-CCD73200B6F2,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 1/0 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F261807B9900,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 2/0 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-4C460F3BCB10,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 3/0 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-B03FCD60601B,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 4/0 AWG | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-03893103C5CC,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Sección: 250 kcmil | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BB2B59952D1B,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Sección: 350 kcmil | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-920AA95588FF,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Sección: 500 kcmil | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
