sku,nombre_tecnico_seo,image_file,sha256,image_match_status_original,estado_auditoria,accion_recomendada,url_imagen_reutilizada_en_skus,observaciones
SRT-PENDING-FBFCC917B264,"Alambre THHN/THW 8 AWG Cobre Sólido, Rojo",surtilec-alambre-thhn-thw-8-awg-cobre-solido-rojo-srt-pending-fbfcc917b264.webp,0529a0b64aa166721f2da32a7ee2e84d7f3de7e12fcb7a279fa91498a71a33d6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,13,"IMAGEN GENÉRICA DE FAMILIA (100% familia, material n/d) tomada de ""Alambre Aislado N10 Azul X Metro"" en cablescolombia.com. COLOR DISTINTO (rojo vs azul). Reemplazar por foto exacta antes de publicar."
SRT-PENDING-9EECB1397244,"Alambre THHN/THW 8 AWG Cobre Sólido, Verde",surtilec-alambre-thhn-thw-8-awg-cobre-solido-verde-srt-pending-9eecb1397244.webp,0529a0b64aa166721f2da32a7ee2e84d7f3de7e12fcb7a279fa91498a71a33d6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,13,"IMAGEN GENÉRICA DE FAMILIA (100% familia, material n/d) tomada de ""Alambre Aislado N10 Azul X Metro"" en cablescolombia.com. COLOR DISTINTO (verde vs azul). Reemplazar por foto exacta antes de publicar."
SRT-PENDING-4C332162507B,"Alambre THHN/THW 10 AWG Cobre Sólido, Azul",surtilec-alambre-thhn-thw-10-awg-cobre-solido-azul-srt-pending-4c332162507b.webp,0529a0b64aa166721f2da32a7ee2e84d7f3de7e12fcb7a279fa91498a71a33d6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,13,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Alambre Aislado N10 Azul X Metro"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-C526999CC316,"Cable THHW-LS 14 AWG Cobre Trenzado, Rojo",surtilec-cable-thhw-ls-14-awg-cobre-trenzado-rojo-srt-pending-c526999cc316.jpg,0d878ac98553cdc6fa5d23632ebea3496d2c2063fc380d307c57c193afd48fd6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,15,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N14 Rojo"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-0C9C276CC06B,"Cable THHW-LS 14 AWG Cobre Trenzado, Azul",surtilec-cable-thhw-ls-14-awg-cobre-trenzado-azul-srt-pending-0c9c276cc06b.jpg,c8dca2fc18908d6a20a95fe8e9f561e45269d15549616facd1b743503c8750a4,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N14 Azul"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-6CE65FDFB4CD,"Cable THHW-LS 14 AWG Cobre Trenzado, Blanco",surtilec-cable-thhw-ls-14-awg-cobre-trenzado-blanco-srt-pending-6ce65fdfb4cd.jpg,4aac7a8cdd568ab3be8d90581be543fd50d94fd99e6c8e97d23adbff523607df,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,12,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N14 Blanco"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-D60273BF0E1F,"Cable THHW-LS 14 AWG Cobre Trenzado, Negro",surtilec-cable-thhw-ls-14-awg-cobre-trenzado-negro-srt-pending-d60273bf0e1f.jpg,138604ab5213912ad6d6f0000ea0eb7bade692a0e748f96eb1281836d800e446,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N14 Negro"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-04E75D17520F,"Cable THHW-LS 14 AWG Cobre Trenzado, Verde",surtilec-cable-thhw-ls-14-awg-cobre-trenzado-verde-srt-pending-04e75d17520f.jpg,edbe8ad3f9430cbccd090f00ac3dfc286ed023a09636fc76a1aeedbc919462ab,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,4,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N14 Verde"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-1166A4BE4FAB,"Cable THHW-LS 12 AWG Cobre Trenzado, Azul",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-azul-srt-pending-1166a4be4fab.jpg,f8b22f34920698d3e17341e6354c33a832d3151c1dbbd87a041e025ce2d30594,revisar_variante_antes_de_publicar,coincidencia_exacta_no_demostrada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,1,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N12 Azul"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-75C2F07B5EC2,"Cable THHW-LS 12 AWG Cobre Trenzado, Rojo",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-rojo-srt-pending-75c2f07b5ec2.jpg,cde3aaffcd1193c55ffe92c4f2141c8dc08d4926d56df9c8affc6d396419b324,revisar_variante_antes_de_publicar,coincidencia_exacta_no_demostrada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,1,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N12 Rojo"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-DFD91AC5C680,"Cable THHW-LS 12 AWG Cobre Trenzado, Negro",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-negro-srt-pending-dfd91ac5c680.jpg,138604ab5213912ad6d6f0000ea0eb7bade692a0e748f96eb1281836d800e446,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Negro"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-6C3361585ADF,"Cable THHW-LS 12 AWG Cobre Trenzado, Blanco",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-blanco-srt-pending-6c3361585adf.jpg,4aac7a8cdd568ab3be8d90581be543fd50d94fd99e6c8e97d23adbff523607df,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,12,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Blanco"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-756929C8D6E7,"Cable THHW-LS 12 AWG Cobre Trenzado, Amarillo",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-amarillo-srt-pending-756929c8d6e7.webp,7ada479a8591a9fe9646145592ef274cebf0b983d67b150eb83c1e1f36f92006,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Amarillo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-86987D275B9F,"Cable THHW-LS 12 AWG Cobre Trenzado, Verde",surtilec-cable-thhw-ls-12-awg-cobre-trenzado-verde-srt-pending-86987d275b9f.jpg,974dbe38a7438e3c47d8987aab017bf43cb2197efce78f20b7aa7b39dc7dc071,revisar_variante_antes_de_publicar,coincidencia_exacta_no_demostrada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,1,"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Aislado Thhw Cu N12 Verde"". Verificar visualmente y obtener permiso antes de publicar."
SRT-PENDING-21FD6C300A41,"Cable THHW-LS 10 AWG Cobre Trenzado, Blanco",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-blanco-srt-pending-21fd6c300a41.jpg,4aac7a8cdd568ab3be8d90581be543fd50d94fd99e6c8e97d23adbff523607df,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,12,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Blanco"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-F5A166F079E1,"Cable THHW-LS 10 AWG Cobre Trenzado, Amarillo",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-amarillo-srt-pending-f5a166f079e1.webp,7ada479a8591a9fe9646145592ef274cebf0b983d67b150eb83c1e1f36f92006,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Amarillo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-60537BFEA285,"Cable THHW-LS 10 AWG Cobre Trenzado, Rojo",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-rojo-srt-pending-60537bfea285.jpg,0d878ac98553cdc6fa5d23632ebea3496d2c2063fc380d307c57c193afd48fd6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,15,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Rojo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-AD03162171F4,"Cable THHW-LS 10 AWG Cobre Trenzado, Azul",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-azul-srt-pending-ad03162171f4.jpg,c8dca2fc18908d6a20a95fe8e9f561e45269d15549616facd1b743503c8750a4,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Azul"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-C19135D919A3,"Cable THHW-LS 10 AWG Cobre Trenzado, Verde",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-verde-srt-pending-c19135d919a3.jpg,edbe8ad3f9430cbccd090f00ac3dfc286ed023a09636fc76a1aeedbc919462ab,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,4,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Verde"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-B4C4339BB418,"Cable THHW-LS 10 AWG Cobre Trenzado, Negro",surtilec-cable-thhw-ls-10-awg-cobre-trenzado-negro-srt-pending-b4c4339bb418.jpg,138604ab5213912ad6d6f0000ea0eb7bade692a0e748f96eb1281836d800e446,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Negro"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-BF4F71F6A068,"Cable THHW-LS 8 AWG Cobre Trenzado, Verde",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-verde-srt-pending-bf4f71f6a068.jpg,edbe8ad3f9430cbccd090f00ac3dfc286ed023a09636fc76a1aeedbc919462ab,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,4,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Verde"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-CCECBBFDD5DE,"Cable THHW-LS 8 AWG Cobre Trenzado, Azul",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-azul-srt-pending-ccecbbfdd5de.jpg,c8dca2fc18908d6a20a95fe8e9f561e45269d15549616facd1b743503c8750a4,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Azul"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-816DD2F59DE2,"Cable THHW-LS 8 AWG Cobre Trenzado, Blanco",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-blanco-srt-pending-816dd2f59de2.jpg,4aac7a8cdd568ab3be8d90581be543fd50d94fd99e6c8e97d23adbff523607df,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,12,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Blanco"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-CB8A583550CE,"Cable THHW-LS 8 AWG Cobre Trenzado, Negro",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-negro-srt-pending-cb8a583550ce.jpg,138604ab5213912ad6d6f0000ea0eb7bade692a0e748f96eb1281836d800e446,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Negro"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-8F3183B05B49,"Cable THHW-LS 8 AWG Cobre Trenzado, Rojo",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-rojo-srt-pending-8f3183b05b49.jpg,0d878ac98553cdc6fa5d23632ebea3496d2c2063fc380d307c57c193afd48fd6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,15,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Rojo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-073A5AB5611A,"Cable THHW-LS 8 AWG Cobre Trenzado, Amarillo",surtilec-cable-thhw-ls-8-awg-cobre-trenzado-amarillo-srt-pending-073a5ab5611a.webp,7ada479a8591a9fe9646145592ef274cebf0b983d67b150eb83c1e1f36f92006,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Amarillo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-DDE1F397583D,"Cable THHW-LS 3x12 AWG Cobre, Rojo",surtilec-cable-thhw-ls-3x12-awg-cobre-rojo-srt-pending-dde1f397583d.jpg,0d878ac98553cdc6fa5d23632ebea3496d2c2063fc380d307c57c193afd48fd6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,15,"IMAGEN GENÉRICA DE FAMILIA (89% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Rojo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-692D488C739A,"Cable THHW-LS 3x12 AWG Cobre, Azul",surtilec-cable-thhw-ls-3x12-awg-cobre-azul-srt-pending-692d488c739a.jpg,c8dca2fc18908d6a20a95fe8e9f561e45269d15549616facd1b743503c8750a4,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (89% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Azul"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-0793CB189B99,"Cable THHW-LS 6 AWG Cobre Trenzado, Amarillo",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-amarillo-srt-pending-0793cb189b99.webp,7ada479a8591a9fe9646145592ef274cebf0b983d67b150eb83c1e1f36f92006,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Amarillo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-E165E6F74DD3,"Cable THHW-LS 6 AWG Cobre Trenzado, Azul",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-azul-srt-pending-e165e6f74dd3.jpg,c8dca2fc18908d6a20a95fe8e9f561e45269d15549616facd1b743503c8750a4,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Azul"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-92276926BA9C,"Cable THHW-LS 6 AWG Cobre Trenzado, Blanco",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-blanco-srt-pending-92276926ba9c.jpg,4aac7a8cdd568ab3be8d90581be543fd50d94fd99e6c8e97d23adbff523607df,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,12,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Blanco"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-1EE8DD2575A6,"Cable THHW-LS 6 AWG Cobre Trenzado, Negro",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-negro-srt-pending-1ee8dd2575a6.jpg,138604ab5213912ad6d6f0000ea0eb7bade692a0e748f96eb1281836d800e446,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,5,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Negro"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-6BA5A1DAA2AC,"Cable THHW-LS 6 AWG Cobre Trenzado, Rojo",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-rojo-srt-pending-6ba5a1daa2ac.jpg,0d878ac98553cdc6fa5d23632ebea3496d2c2063fc380d307c57c193afd48fd6,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,15,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Rojo"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
SRT-PENDING-8B3722E7CB2B,"Cable THHW-LS 6 AWG Cobre Trenzado, Verde",surtilec-cable-thhw-ls-6-awg-cobre-trenzado-verde-srt-pending-8b3722e7cb2b.jpg,edbe8ad3f9430cbccd090f00ac3dfc286ed023a09636fc76a1aeedbc919462ab,revisar_variante_antes_de_publicar,no_coincidencia_exacta_fuente_reutilizada,retirar_imagen_destacada_y_conservar_adjunto_en_revision,4,"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Aislado Thhw Cu N14 Verde"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar."
