sku,referencia_fabricante,marca,proveedor,fuente_datos_url,ficha_tecnica_url,fuente_imagen_url,estado_fuente,estado_imagen,verificado_en,notas
SRT-ALAMBRE-14-ROJO-METRO,200300,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200300,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200300; ficha oficial 14 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-14-VERDE-METRO,200300,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200300,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200300; ficha oficial 14 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-AMARILLO-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-AZUL-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-BLANCO-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-NEGRO-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-ROJO-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ALAMBRE-12-VERDE-METRO,200303,Centelsa by Nexans,Centelsa by Nexans Colombia,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Alambre-THHN-THWN-2/Wire-Type-24145.html,https://www.nexans.co/.rest/catalog/v1/product/pdf/200303,,verificada,sin_imagen,2026-08-03,Referencia Nexans 200303; ficha oficial 12 AWG; empaque publicado: rollo de 100 m. La unidad metro es una modalidad comercial de Surtilec y queda sujeta a disponibilidad.
SRT-ENCAU-5x8AWG-CU,31370269501,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370269501 en la tabla oficial Termoflex MP para 5 conductores de 8 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-5x10AWG-CU,31370249501,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370249501 en la tabla oficial Termoflex MP para 5 conductores de 10 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-5x12AWG-CU,31370229501,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370229501 en la tabla oficial Termoflex MP para 5 conductores de 12 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-5x14AWG-CU,31371392501,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31371392501 en la tabla oficial Termoflex MP para 5 conductores de 14 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x8-CU,31370269201,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370269201 en la tabla oficial Termoflex MP para 2 conductores de 8 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x10-CU,31370249201,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370249201 en la tabla oficial Termoflex MP para 2 conductores de 10 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x12-CU,31370229201,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370229201 en la tabla oficial Termoflex MP para 2 conductores de 12 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x14-CU,31371392001,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31371392001 en la tabla oficial Termoflex MP para 2 conductores de 14 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x16-CU,31371391001,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31371391001 en la tabla oficial Termoflex MP para 2 conductores de 16 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-2x18-CU,31371390001,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31371390001 en la tabla oficial Termoflex MP para 2 conductores de 18 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
SRT-ENCAU-3x8-CU,31370269301,Procables,Procables / Prysmian Colombia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/FT%20TERMOFLEX%20MP_COL_1.pdf,,verificada,sin_imagen,2026-08-03,Coincidencia exacta con el código 31370269301 en la tabla oficial Termoflex MP para 3 conductores de 8 AWG. El fabricante indica entrega en carretes según acuerdo comercial.
