sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen,descripcion_larga,unidad_venta,temperatura_maxima
SRT-PENDING-2089E87C0AAF,"Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Blanco",Cables especiales,,Producto genérico Surtilec,6 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Blanco en Surtilec. SKU SRT-PENDING-2089E87C0AAF. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-6-awg-cobre-trenzado-blanco-srt-pending-2089e87c0aaf.webp,"<p><strong>Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Blanco</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-2089E87C0AAF</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 6 AWG</li><li>Color indicado: blanco</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-2089E87C0AAF</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-077F4FF8E9DE,"Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Negro",Cables especiales,,Producto genérico Surtilec,6 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Negro en Surtilec. SKU SRT-PENDING-077F4FF8E9DE. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-6-awg-cobre-trenzado-negro-srt-pending-077f4ff8e9de.webp,"<p><strong>Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Negro</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-077F4FF8E9DE</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 6 AWG</li><li>Color indicado: negro</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-077F4FF8E9DE</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-82C171848667,"Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Rojo",Cables especiales,,Producto genérico Surtilec,6 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Rojo en Surtilec. SKU SRT-PENDING-82C171848667. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-6-awg-cobre-trenzado-rojo-srt-pending-82c171848667.webp,"<p><strong>Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Rojo</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-82C171848667</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 6 AWG</li><li>Color indicado: rojo</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-82C171848667</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-C88FD9CE58CA,"Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Verde",Cables especiales,,Producto genérico Surtilec,6 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Verde en Surtilec. SKU SRT-PENDING-C88FD9CE58CA. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-6-awg-cobre-trenzado-verde-srt-pending-c88fd9ce58ca.webp,"<p><strong>Cable Libre de Halógeno LSZH 6 AWG Cobre Trenzado, Verde</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-C88FD9CE58CA</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 6 AWG</li><li>Color indicado: verde</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-C88FD9CE58CA</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-DB9D247A6425,Cable Libre de Halógeno LSZH 4 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,4 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 4 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-DB9D247A6425. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-4-awg-cobre-trenzado-srt-pending-db9d247a6425.webp,"<p><strong>Cable Libre de Halógeno LSZH 4 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-DB9D247A6425</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 4 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-DB9D247A6425</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-8D8F8E0DCE81,Cable Libre de Halógeno LSZH 2 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,2 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 2 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-8D8F8E0DCE81. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-2-awg-cobre-trenzado-srt-pending-8d8f8e0dce81.webp,"<p><strong>Cable Libre de Halógeno LSZH 2 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-8D8F8E0DCE81</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-8D8F8E0DCE81</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-029EB10AC9CB,Cable Libre de Halógeno LSZH 1/0 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,1/0 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 1/0 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-029EB10AC9CB. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-1-0-awg-cobre-trenzado-srt-pending-029eb10ac9cb.webp,"<p><strong>Cable Libre de Halógeno LSZH 1/0 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-029EB10AC9CB</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 1/0 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-029EB10AC9CB</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-388A73331D8A,Cable Libre de Halógeno LSZH 2/0 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,2/0 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 2/0 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-388A73331D8A. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-2-0-awg-cobre-trenzado-srt-pending-388a73331d8a.webp,"<p><strong>Cable Libre de Halógeno LSZH 2/0 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-388A73331D8A</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2/0 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-388A73331D8A</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-017B0187FD40,Cable Libre de Halógeno LSZH 4/0 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,4/0 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 4/0 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-017B0187FD40. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-4-0-awg-cobre-trenzado-srt-pending-017b0187fd40.webp,"<p><strong>Cable Libre de Halógeno LSZH 4/0 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-017B0187FD40</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 4/0 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-017B0187FD40</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-AE93C6CB0019,Cable Libre de Halógeno LSZH 3/0 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,3/0 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 3/0 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-AE93C6CB0019. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-3-0-awg-cobre-trenzado-srt-pending-ae93c6cb0019.webp,"<p><strong>Cable Libre de Halógeno LSZH 3/0 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-AE93C6CB0019</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 3/0 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-AE93C6CB0019</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-38E9EBE15577,Cable Libre de Halógeno LSZH 250 AWG Cobre Trenzado,Cables especiales,,Producto genérico Surtilec,250 AWG,,,,LSZH / libre de halógenos,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable de baja emisión de humos y halógenos,"Cotiza Cable Libre de Halógeno LSZH 250 AWG Cobre Trenzado en Surtilec. SKU SRT-PENDING-38E9EBE15577. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-libre-de-halogeno-lszh-250-awg-cobre-trenzado-srt-pending-38e9ebe15577.webp,"<p><strong>Cable Libre de Halógeno LSZH 250 AWG Cobre Trenzado</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-38E9EBE15577</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 250 AWG</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: LSZH / libre de halógenos</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-38E9EBE15577</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable de baja emisión de humos y halógenos. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
