sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen,descripcion_larga,unidad_venta,temperatura_maxima
SRT-ALAMBRE-14-ROJO-METRO,Alambre THHN/THWN-2 Centelsa 14 AWG rojo - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,14,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 14 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 14 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento rojo.</p>",metro,90 °C
SRT-ALAMBRE-14-VERDE-METRO,Alambre THHN/THWN-2 Centelsa 14 AWG verde - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,14,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 14 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 14 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento verde.</p>",metro,90 °C
SRT-ALAMBRE-12-AMARILLO-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG amarillo - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento amarillo.</p>",metro,90 °C
SRT-ALAMBRE-12-AZUL-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG azul - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento azul.</p>",metro,90 °C
SRT-ALAMBRE-12-BLANCO-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG blanco - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento blanco.</p>",metro,90 °C
SRT-ALAMBRE-12-NEGRO-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG negro - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento negro.</p>",metro,90 °C
SRT-ALAMBRE-12-ROJO-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG rojo - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento rojo.</p>",metro,90 °C
SRT-ALAMBRE-12-VERDE-METRO,Alambre THHN/THWN-2 Centelsa 12 AWG verde - por metro,Cable THHN / THWN-2,,Centelsa by Nexans,12,1,600 V,No,Nylon,UL 83; NTC 1332,Alambrado de edificaciones; circuitos alimentadores y ramales,,,THHN/THWN-2 600 V,"Alambre de cobre sólido 12 AWG con aislamiento PVC y cubierta de nylon. 600 V y 90 °C para sitios secos, húmedos y mojados.",,"<p>Conductor de cobre suave sólido 12 AWG con aislamiento de PVC retardante a la llama y cubierta de nylon. La ficha oficial indica 600 V y 90 °C para sitios secos, húmedos y mojados.</p><p>Aplicación documentada: alambrado de edificaciones, circuitos alimentadores y ramales. Normas publicadas: UL 83 y NTC 1332. Esta variante se identifica por aislamiento verde.</p>",metro,90 °C
SRT-ENCAU-5x8AWG-CU,Cable multipropósito Termoflex MP Procables 5 x 8 AWG,Cable flexible,Cable encauchetado,Procables,8,5,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 5 x 8 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 5 conductores de cobre flexible 8 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-5x10AWG-CU,Cable multipropósito Termoflex MP Procables 5 x 10 AWG,Cable flexible,Cable encauchetado,Procables,10,5,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 5 x 10 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 5 conductores de cobre flexible 10 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-5x12AWG-CU,Cable multipropósito Termoflex MP Procables 5 x 12 AWG,Cable flexible,Cable encauchetado,Procables,12,5,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 5 x 12 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 5 conductores de cobre flexible 12 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-5x14AWG-CU,Cable multipropósito Termoflex MP Procables 5 x 14 AWG,Cable flexible,Cable encauchetado,Procables,14,5,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 5 x 14 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 5 conductores de cobre flexible 14 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x8-CU,Cable multipropósito Termoflex MP Procables 2 x 8 AWG,Cable flexible,Cable encauchetado,Procables,8,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 8 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 8 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x10-CU,Cable multipropósito Termoflex MP Procables 2 x 10 AWG,Cable flexible,Cable encauchetado,Procables,10,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 10 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 10 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x12-CU,Cable multipropósito Termoflex MP Procables 2 x 12 AWG,Cable flexible,Cable encauchetado,Procables,12,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 12 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 12 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x14-CU,Cable multipropósito Termoflex MP Procables 2 x 14 AWG,Cable flexible,Cable encauchetado,Procables,14,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 14 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 14 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x16-CU,Cable multipropósito Termoflex MP Procables 2 x 16 AWG,Cable flexible,Cable encauchetado,Procables,16,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 16 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 16 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-2x18-CU,Cable multipropósito Termoflex MP Procables 2 x 18 AWG,Cable flexible,Cable encauchetado,Procables,18,2,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 2 x 18 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 2 conductores de cobre flexible 18 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
SRT-ENCAU-3x8-CU,Cable multipropósito Termoflex MP Procables 3 x 8 AWG,Cable flexible,Cable encauchetado,Procables,8,3,600 V,No,PVC,UL 1277; NTC 5916; UL 83; UL 758; UL 1063; RETIE,Instalaciones fijas de potencia; bandejas; enterrado directo; bombas sumergibles; extensiones y herramientas pesadas,,,Termoflex MP,Cable flexible de cobre 3 x 8 AWG con aislamiento y cubierta de PVC. 600 V y 90 °C; construcción publicada para instalaciones eléctricas multipropósito.,,"<p>Cable multipropósito Termoflex MP con 3 conductores de cobre flexible 8 AWG, aislamiento PVC, cubierta intermedia de nylon y chaqueta exterior PVC.</p><p>La ficha oficial indica 600 V, 90 °C y temperatura mínima de operación de -25 °C. La familia publica uso en instalaciones fijas de potencia, bandejas portacables, enterrado directo, bombas sumergibles y extensiones o herramientas pesadas, según la selección de instalación.</p><p>Normas y certificaciones publicadas: UL 1277, NTC 5916, UL 83, UL 758 y UL 1063. Entrega en carrete según acuerdo comercial.</p>",carrete,90 °C
